10, -383.89
10, -17.5372
10, 1662.42
10, 121.214
10, 735
10, -375.747
10, -133.311
10, 841.366
10, 402.007
10, 575.228
20, 1570.82
20, 1745.27
20, 352.876
20, 303.968
20, -375.036
20, 66.105
20, -5.89625
20, 157.938
20, 1909.56
20, -102.582
30, 458.432
30, 128.076
30, 1255.87
30, 1906.9
30, 1103.57
30, -225.271
30, 9.53883
30, 204.622
30, 233.187
30, 340.813
40, 1384.09
40, 2074.08
40, 2066.35
40, -95.9778
40, 575.271
40, 12.1073
40, 2912.74
40, 978.137
40, 88.7463
40, 806.493
50, 1304.04
50, 244.196
50, 3680.88
50, 373.231
50, 1685.07
50, 1342.32
50, 898.368
50, 2456.12
50, 929.226
50, 1672.43
60, 2826.31
60, 370.857
60, 3696.79
60, 251.323
60, 1956.09
60, 1069.49
60, 1557.12
60, 934.712
60, 393.209
60, 936.066
70, 303.735
70, 3132.03
70, 1102
70, 3000.43
70, 1213.43
70, 2390.62
70, 2156.15
70, 1762.7
70, 1520.02
70, 2076.43
80, 436.098
80, 0
80, 2503.41
80, 163.701
80, 2567.26
80, 865.196
80, 912.14
80, 126.621
80, 3126.85
80, 534.188
90, 3600.57
90, 4589.34
90, 4678.25
90, 215.386
90, 626.812
90, 28.6291
90, 314.78
90, 2037.43
90, 1507.96
90, 1049.76
100, 545.031
100, 857.939
100, 1137.36
100, 495.782
100, 638.993
100, 1741.25
100, 3227.51
100, 17.3035
100, 4169.54
100, 1734.64
